name                                  ,profile_url                                           ,address                                                                                                                                                                                                                                       ,email                            ,social_media                   ,picture
Daniel J. NorberDistrict 16           ,https://nyassembly.gov/mem/Daniel-J-Norber            ,"44 South Bayles AvenueSuite 200Port Washington, NY 11050516-482-6966LOB 545Albany, NY 12248518-455-5192"                                                                                                                                     ,norberd@nyassembly.gov           ,No social media info available ,
Michael NovakhovDistrict 45           ,https://nyassembly.gov/mem/Michael-Novakhov           ,"1800 Sheepshead Bay RoadBrooklyn, NY 11235718-743-4078LOB 527Albany, NY 12248518-455-5403"                                                                                                                                                   ,novakhovm@nyassembly.gov         ,No social media info available ,
Kwani O'PharrowDistrict 11            ,https://nyassembly.gov/mem/Kwani-O'Pharrow            ,"640 West Montauk HighwayLindenhurst, NY 11757-5538631-957-2087Fax: 631-957-2998LOB 919Albany, NY 12248518-455-5787Fax: 518-455-3976"                                                                                                         ,opharrowk@nyassembly.gov         ,No social media info available ,
Steven OtisDistrict 91                ,https://nyassembly.gov/mem/Steven-Otis                ,"222 Grace Church StreetPort Chester, NY 10573914-939-7028Fax: 914-939-7167LOB 739Albany, NY 12248518-455-4897"                                                                                                                               ,OtisS@nyassembly.gov             ,                               ,
Philip A. PalmesanoDistrict 132       ,https://nyassembly.gov/mem/Philip-A-Palmesano         ,"105 E. Steuben St.Bath, NY 14810607-776-9691Fax: 607-776-5185LOB 448Albany, NY 12248518-455-5791Fax: 518-455-4644"                                                                                                                           ,palmesanop@nyassembly.gov        ,No social media info available ,
Amy PaulinDistrict 88                 ,https://nyassembly.gov/mem/Amy-Paulin                 ,"700 White Plains Rd.Suite 355Scarsdale, NY 10583914-723-1115LOB 822Albany, NY 12248518-455-5585"                                                                                                                                             ,PaulinA@nyassembly.gov           ,                               ,
Crystal D. Peoples-StokesDistrict 141 ,https://nyassembly.gov/mem/Crystal-D-Peoples-Stokes   ,"425 Michigan AvenueBuffalo, NY 14203716-897-9714LOB 926Albany, NY 12248518-455-5005"                                                                                                                                                         ,PeopleC@nyassembly.gov           ,No social media info available ,
Stacey Pheffer AmatoDistrict 23       ,https://nyassembly.gov/mem/Stacey-Pheffer-Amato       ,"9516 Rockaway Beach BoulevardRockaway Beach, NY 11693718-945-9550Fax: 718-945-9549159-53 102nd St.Howard Beach, NY 11414718-641-8755LOB 839Albany, NY 12248518-455-4292"                                                                     ,amatos@nyassembly.gov            ,                               ,
Sam PirozzoloDistrict 63              ,https://nyassembly.gov/mem/Sam-Pirozzolo              ,"2090 Victory Blvd.Staten Island, NY 10314718-370-1384LOB 531Albany, NY 12248518-455-5481"                                                                                                                                                    ,pirozzolos@nyassembly.gov        ,No social media info available ,
J. Gary PretlowDistrict 89            ,https://nyassembly.gov/mem/J-Gary-Pretlow             ,"6 Gramatan Ave.Suite 201Mt. Vernon, NY 10550914-667-0127Fax: 914-667-0209LOB 923Albany, NY 12248518-455-5291Fax: 518-455-5447"                                                                                                               ,PretloJ@nyassembly.gov           ,No social media info available ,
Edward P. RaDistrict 19               ,https://nyassembly.gov/mem/Edward-P-Ra                ,"825 East Gate BoulevardSuite 207Garden City, NY 11530516-535-4095Fax: 516-535-4097CAP 444Albany, NY 12248518-455-4627Fax: 518-455-4643"                                                                                                      ,rae@nyassembly.gov               ,No social media info available ,
Steven RagaDistrict 30                ,https://nyassembly.gov/mem/Steven-Raga                ,"55-19 69th StreetMaspeth, NY 11378718-651-3185Fax: 718-651-3027LOB 744Albany, NY 12248518-455-4755Fax: 518-455-5032"                                                                                                                         ,ragas@nyassembly.gov             ,No social media info available ,
Jenifer RajkumarDistrict 38           ,https://nyassembly.gov/mem/Jenifer-Rajkumar           ,"83-91 Woodhaven BoulevardWoodhaven, NY 11421718-805-0950Fax: 718-805-0953LOB 637Albany, NY 12248518-455-4621"                                                                                                                                ,rajkumarj@nyassembly.gov         ,No social media info available ,
Phil RamosDistrict 6                  ,https://nyassembly.gov/mem/Phil-Ramos                 ,"1010 Suffolk Ave.Brentwood, NY 11717631-435-3214LOB 648Albany, NY 12248518-455-5185"                                                                                                                                                         ,ramosp@nyassembly.gov            ,                               ,
Michael ReillyDistrict 62             ,https://nyassembly.gov/mem/Michael-Reilly             ,"7001 Amboy RoadSuite 202 EStaten Island, NY 10307718-967-5194Fax: 718-967-5282LOB 437Albany, NY 12248518-455-4495Fax: 518-455-4501"                                                                                                          ,reillym@nyassembly.gov           ,No social media info available ,
Karines ReyesDistrict 87              ,https://nyassembly.gov/mem/Karines-Reyes              ,"1973 Westchester AvenueBronx, NY 10462718-931-2620Fax: 718-931-2915LOB 327Albany, NY 12248518-455-5102Fax: 518-455-3693"                                                                                                                     ,reyesk@nyassembly.gov            ,No social media info available ,
Jonathan RiveraDistrict 149           ,https://nyassembly.gov/mem/Jonathan-Rivera            ,"65 Grant StreetBuffalo, NY 14213716-885-9630Fax: 716-885-963640 Main Street, lower back entranceHamburg, NY 14075716-985-7001Fax: 716-648-1064LOB 540Albany, NY 12248518-455-4886Fax: 518-455-4890"                                          ,riverajd@nyassembly.gov          ,                               ,
Gabriella A. RomeroDistrict 109       ,https://nyassembly.gov/mem/Gabriella-A-Romero         ,"LOB 704Albany, NY 12248518-455-4178"                                                                                                                                                                                                         ,romerog@nyassembly.gov           ,                               ,
Linda B. RosenthalDistrict 67         ,https://nyassembly.gov/mem/Linda-B-Rosenthal          ,"230 West 72nd StreetSuite 2FNew York, NY 10023212-873-6368LOB 943Albany, NY 12248518-455-5802"                                                                                                                                               ,RosentL@nyassembly.gov           ,No social media info available ,
Nily RozicDistrict 25                 ,https://nyassembly.gov/mem/Nily-Rozic                 ,"159-16 Union TurnpikeFlushing, NY 11366718-820-0241LOB 941Albany, NY 12248518-455-5172"                                                                                                                                                      ,RozicN@nyassembly.gov            ,No social media info available ,
Angelo SantabarbaraDistrict 111       ,https://nyassembly.gov/mem/Angelo-Santabarbara        ,"433 State StreetSchenectady, NY 12305518-382-29412550 Riverfront CenterAmsterdam, NY 12010518-843-0227LOB 502Albany, NY 12248518-455-5197"                                                                                                   ,SantabarbaraA@nyassembly.gov     ,No social media info available ,
Nader J. SayeghDistrict 90            ,https://nyassembly.gov/mem/Nader-J-Sayegh             ,"35 East Grassy Sprain Rd.406BYonkers, NY 10710914-779-8805Fax: 914-779-8859LOB 331Albany, NY 12248518-455-3662Fax: 518-455-5499"                                                                                                             ,sayeghn@nyassembly.gov           ,No social media info available ,
Tommy John SchiavoniDistrict 1        ,https://nyassembly.gov/mem/Tommy-John-Schiavoni       ,"3350 Noyac RoadBuilding B, Suite 1Sag Harbor, NY 11963631-537-2583Fax: 631-725-2372LOB 432Albany, NY 12248518-455-5997Fax: 518-455-5963"                                                                                                     ,schiavonitj@nyassembly.gov       ,No social media info available ,
Rebecca A. SeawrightDistrict 76       ,https://nyassembly.gov/mem/Rebecca-A-Seawright        ,"1485 York AvenueNew York, NY 10075212-288-4607Fax: 212-288-4369LOB 824Albany, NY 12248518-455-5676"                                                                                                                                          ,SeawrightR@nyassembly.gov        ,                               ,
Joe SempolinskiDistrict 148           ,https://nyassembly.gov/mem/Joe-Sempolinski            ,"700 West State StreetOlean, NY 14760716-373-7103Fax: 716-373-7105LOB 548Albany, NY 12248518-455-5241Fax: 518-455-5869"                                                                                                                       ,sempolinskij@nyassembly.gov      ,No social media info available ,
Amanda SeptimoDistrict 84             ,https://nyassembly.gov/mem/Amanda-Septimo             ,"384 E 149th St., Suite 202Bronx, NY 10455718-292-2901LOB 536Albany, NY 12248518-455-5402"                                                                                                                                                    ,septimoa@nyassembly.gov          ,No social media info available ,
MaryJane ShimskyDistrict 92           ,https://nyassembly.gov/mem/MaryJane-Shimsky           ,"303 South BroadwaySuite 229Tarrytown, NY 10591914-631-1605Fax: 914-631-1609LOB 827Albany, NY 12248518-455-5753"                                                                                                                              ,shimskym@nyassembly.gov          ,                               ,
Sarahana ShresthaDistrict 103         ,https://nyassembly.gov/mem/Sarahana-Shrestha          ,"324 Washington AvenueSuite 1Kingston, NY 12401845-338-9610Fax: 845-338-9590LOB 820Albany, NY 12248518-455-4436Fax: 518-455-5576"                                                                                                             ,shresthas@nyassembly.gov         ,No social media info available ,
Jo Anne SimonDistrict 52              ,https://nyassembly.gov/mem/Jo-Anne-Simon              ,"341 Smith StreetBrooklyn, NY 11231718-246-4889LOB 826Albany, NY 12248518-455-5426"                                                                                                                                                           ,simonj@nyassembly.gov            ,                               ,
Tony SimoneDistrict 75                ,https://nyassembly.gov/mem/Tony-Simone                ,"214 West 29th StreetSuite 1401New York, NY 10001212-807-7900Fax: 212-243-2035LOB 326Albany, NY 12248518-455-4941Fax: 518-455-5939"                                                                                                           ,simonet@nyassembly.gov           ,No social media info available ,
Matthew SimpsonDistrict 114           ,https://nyassembly.gov/mem/Matthew-Simpson            ,"4 Southwestern AvenueSuite 3Queensbury, NY 12804518-792-4546Fax: 518-792-5584LOB 426Albany, NY 12248518-455-5565Fax: 518-455-5710"                                                                                                           ,SimpsonM@nyassembly.gov          ,No social media info available ,
Matt SlaterDistrict 94                ,https://nyassembly.gov/mem/Matt-Slater                ,"3 Starr Ridge Rd.Suite 204Brewster, NY 10509845-278-2923Fax: 845-278-2926LOB 433Albany, NY 12248518-455-5783Fax: 518-455-5543"                                                                                                               ,slaterm@nyassembly.gov           ,No social media info available ,
Doug SmithDistrict 5                  ,https://nyassembly.gov/mem/Doug-Smith                 ,"4155 Veterans Memorial HighwaySuite 9Ronkonkoma, NY 11779631-585-0230Fax: 631-585-0310LOB 318Albany, NY 12248518-455-5937Fax: 518-455-4784"                                                                                                  ,smithd@nyassembly.gov            ,No social media info available ,
Robert SmullenDistrict 118            ,https://nyassembly.gov/mem/Robert-Smullen             ,"5659 State Route 5Suites 1-3Herkimer, NY 13350315-866-1632Fax: 315-866-5058Fulton County Office Building223 West Main Street, Suite B-2Johnstown, NY 12095518-762-1427Fax: 518-762-9871LOB 635Albany, NY 12248518-455-5393Fax: 518-455-5889" ,smullenr@nyassembly.gov          ,No social media info available ,
Michaelle C. SolagesDistrict 22       ,https://nyassembly.gov/mem/Michaelle-C-Solages        ,"33 North Central AvenueValley Stream, NY 11580516-599-2972Fax: 516-599-3768LOB 736Albany, NY 12248518-455-4465Fax: 518-455-5560"                                                                                                             ,SolagesM@nyassembly.gov          ,                               ,
Phil SteckDistrict 110                ,https://nyassembly.gov/mem/Phil-Steck                 ,"1609 Union StreetSchenectady, NY 12309518-377-0902Fax: 518-377-0458LOB 627Albany, NY 12248518-455-5931Fax: 518-455-5840"                                                                                                                     ,SteckP@nyassembly.gov            ,                               ,
Steve SternDistrict 10                ,https://nyassembly.gov/mem/Steve-Stern                ,"95 Broad Hollow RoadSuite 100Melville, NY 11747631-271-8025LOB 841Albany, NY 12248518-455-5732"                                                                                                                                              ,sterns@nyassembly.gov            ,No social media info available ,
Al StirpeDistrict 127                 ,https://nyassembly.gov/mem/Al-Stirpe                  ,"7293 Buckley RoadSuite 201N. Syracuse, NY 13212315-452-1115LOB 847Albany, NY 12248518-455-4505"                                                                                                                                              ,StirpeA@nyassembly.gov           ,                               ,
Chris TagueDistrict 102               ,https://nyassembly.gov/mem/Chris-Tague                ,"45 Five Mile Woods Rd.Suite 3Catskill, NY 12414518-943-1371Fax: 518-943-0223113 Park PlaceSuite 6Schoharie, NY 12157518-295-7250LOB 937Albany, NY 12248518-455-5363Fax: 518-455-5856"                                                        ,taguec@nyassembly.gov            ,No social media info available ,
Michael TannousisDistrict 64          ,https://nyassembly.gov/mem/Michael-Tannousis          ,"7716 3rd Ave.Brooklyn, NY 11209718-439-809011 Maplewood PlaceStaten Island, NY 10306718-987-0197Fax: 718-987-0863LOB 543Albany, NY 12248518-455-5716Fax: 518-455-5970"                                                                       ,tannousism@nyassembly.gov        ,No social media info available ,
Yudelka TapiaDistrict 86              ,https://nyassembly.gov/mem/Yudelka-Tapia              ,"2175C Jerome AveBronx, NY 10453718-933-6909LOB 551Albany, NY 12248518-455-5511"                                                                                                                                                              ,tapiay@nyassembly.gov            ,No social media info available ,
Al TaylorDistrict 71                  ,https://nyassembly.gov/mem/Al-Taylor                  ,"2541-55 Adam ClaytonPowell Jr. Blvd.New York, NY 10039212-234-1430LOB 602Albany, NY 12248518-455-5491"                                                                                                                                       ,taylora@nyassembly.gov           ,No social media info available ,
Emérita TorresDistrict 85             ,https://nyassembly.gov/mem/Emerita-Torres             ,"1163 Manor AvenueStore Front 1Bronx, NY 10472718-893-0202LOB 833Albany, NY 12248518-455-5514"                                                                                                                                                ,torrese@nyassembly.gov           ,                               ,
Claire ValdezDistrict 37              ,https://nyassembly.gov/mem/Claire-Valdez              ,"45-10 Skillman Avenue, First FloorSunnyside, NY 11104718-784-3194Fax: 718-472-0648LOB 427Albany, NY 12248518-455-4851"                                                                                                                       ,valdezc@nyassembly.gov           ,                               ,
Clyde VanelDistrict 33                ,https://nyassembly.gov/mem/Clyde-Vanel                ,"97-01 Springfield BoulevardQueens Village, NY 11429718-479-2333Fax: 718-464-7128LOB 424Albany, NY 12248518-455-4711Fax: 518-455-3740"                                                                                                        ,vanelc@nyassembly.gov            ,                               ,
Latrice M. WalkerDistrict 55          ,https://nyassembly.gov/mem/Latrice-M-Walker           ,"400 Rockaway Avenue2nd floorBrooklyn, NY 11212718-342-1256Fax: 718-342-1258LOB 713Albany, NY 12248518-455-4466"                                                                                                                              ,WalkerL@nyassembly.gov           ,No social media info available ,
Mary Beth WalshDistrict 112           ,https://nyassembly.gov/mem/Mary-Beth-Walsh            ,"199 Milton AvenueSuite 2Ballston Spa, NY 12020518-884-8010Fax: 518-884-8041LOB 446Albany, NY 12248518-455-5772Fax: 518-455-4650"                                                                                                             ,walshm@nyassembly.gov            ,No social media info available ,
David I. WeprinDistrict 24            ,https://nyassembly.gov/mem/David-I-Weprin             ,"111-12 Atlantic Avenue, #5Richmond Hill, NY 11419718-805-2381Fax: 718-805-2384185-06 Union TurnpikeFresh Meadows, NY 11366718-454-3027Fax: 718-454-3178LOB 716Albany, NY 12248518-455-5806Fax: 518-455-5977"                                 ,WeprinD@nyassembly.gov           ,No social media info available ,
Aron WiederDistrict 97                ,https://nyassembly.gov/mem/Aron-Wieder                ,"1 Blue Hill Plaza, Ste. 1116POB 1549Pearl River, NY 10965845-624-4601Fax: 845-624-2911LOB 821Albany, NY 12248518-455-5118Fax: 518-455-5119"                                                                                                  ,wiedera@nyassembly.gov           ,No social media info available ,
Jaime R. WilliamsDistrict 59          ,https://nyassembly.gov/mem/Jaime-R-Williams           ,"5318 Avenue N1st Floor StoreBrooklyn, NY 11234718-252-2124Fax: 718-252-2417LOB 641Albany, NY 12248518-455-5211"                                                                                                                              ,williamsja@nyassembly.gov        ,No social media info available ,
Carrie WoernerDistrict 113            ,https://nyassembly.gov/mem/Carrie-Woerner             ,"112 Spring Street, Suite 205Saratoga Springs, NY 12866518-584-5493Fax: 518-584-5496LOB 845Albany, NY 12248518-455-5404Fax: 518-455-3727"                                                                                                     ,woernerc@nyassembly.gov          ,No social media info available ,
Jordan J.G. WrightDistrict 70         ,https://nyassembly.gov/mem/Jordan-J.G-Wright          ,"163 West 125th StreetSuite 911New York, NY 10027212-866-5809LOB 532Albany, NY 12248518-455-4793"                                                                                                                                             ,wrightjj@nyassembly.gov          ,No social media info available ,
Kalman YegerDistrict 41               ,https://nyassembly.gov/mem/Kalman-Yeger               ,"3520 Nostrand AvenueBrooklyn, NY 11229718-648-4700LOB 324Albany, NY 12248518-455-5462"                                                                                                                                                       ,AskKalman@nyassembly.gov         ,No social media info available ,
"John Zaccaro, Jr.District 80"        ,https://nyassembly.gov/mem/John-Zaccaro-Jr            ,"2018 Williamsbridge RoadBronx, NY 10461718-409-0109Fax: 718-409-0431LOB 530Albany, NY 12248518-455-5844Fax: 518-455-5596"                                                                                                                    ,zaccaroj@nyassembly.gov          ,                               ,
Stefani ZinermanDistrict 56           ,https://nyassembly.gov/mem/Stefani-Zinerman           ,"1368 Fulton Street3rd Fl., NWBrooklyn, NY 11216718-399-7630LOB 553Albany, NY 12248518-455-5474"                                                                                                                                              ,zinermans@nyassembly.gov         ,                               ,
